id;reference-date;status;status-prev;status-after;counterparty-type;economic-sector-code;geographic-area;balance;limit-balance
2753;2019-07-01;1;0;0;;missing;missing;7.35; -   
2754;2019-12-01;1;0;0;;missing;missing;6.45; -   
2755;2019-12-01;1;0;0;;missing;missing; 7.703.79 ; 7.116.50 
2756;2019-06-01;1;0;0;;missing;missing;40.36; -   
2757;2019-10-01;1;0;0;;missing;missing;26.56; -   
2758;2019-10-01;1;0;0;;missing;missing;10.50; -   
2759;2019-02-01;1;0;0;;missing;missing;111.01; -   
2760;2019-10-01;1;0;0;;missing;missing;60.55; -   
2761;2019-04-01;1;0;0;;missing;missing;41.00; -   
2762;2019-04-01;1;0;0;;missing;missing;252.45; -   
2763;2019-04-01;1;0;0;;missing;missing;80.73; -   
2764;2019-04-01;1;0;0;;missing;missing;32.80; -   
2765;2019-12-01;1;0;0;;missing;missing;10.65; -   
2766;2019-10-01;1;0;0;;missing;missing;12.88; -   
2767;2019-10-01;1;0;0;;missing;missing;  ;  
2768;2019-07-01;1;0;0;;missing;missing;17.85; -   
2769;2019-07-01;1;0;0;;missing;missing;24.18; -   
2770;2019-08-01;1;0;0;;missing;missing;40.78; -   
2771;2019-10-01;1;0;0;;missing;missing;49.64; -   
2772;2019-03-01;1;0;0;;missing;missing; 4.549.52 ; 4.000.00 
2773;2019-04-01;1;0;0;;missing;missing;20.22; -   
2774;2019-10-01;1;0;0;;missing;missing;3.06; -   
2775;2019-02-01;1;0;0;;missing;missing;46.95; -   
2776;2019-10-01;1;0;0;;missing;missing;54.97; -   
2777;2019-10-01;1;0;0;;missing;missing;27.97; -   
2778;2019-04-01;1;0;0;;missing;missing;68.35; -   
2779;2019-11-01;1;0;0;;missing;missing;6.09; -   
2780;2019-12-01;2;0;0;;missing;missing; 38.483.79 ; 37.158.06 
2781;2019-07-01;1;0;0;;missing;missing;1.85; -   
2782;2019-09-01;1;0;0;;missing;missing; 1.229.31 ;609.74
2783;2019-10-01;1;0;0;;missing;missing;33.79; -   
2784;2019-09-01;1;0;0;;missing;missing;8.58; -   
2785;2019-08-01;1;0;0;;missing;missing;19.82; -   
2786;2019-07-01;1;0;0;;missing;missing;1.67; -   
2787;2019-07-01;1;0;0;;missing;missing;63.17; -   
2788;2019-05-01;1;0;0;;missing;missing;6.02; -   
2789;2019-04-01;1;0;0;;missing;missing;50.59; -   
2790;2019-09-01;1;0;0;;missing;missing;10.34; -   
2791;2019-08-01;1;0;0;;missing;missing;71.43; -   
2792;2019-10-01;1;0;0;;missing;missing;373.68; -   
2793;2019-10-01;1;0;0;;missing;missing;4.29; -   
2794;2019-04-01;1;0;0;;missing;missing;8.85; -   
2795;2019-12-01;1;0;0;;missing;missing;8.88; -   
2796;2019-07-01;1;0;0;;missing;missing;44.16; -   
2797;2019-07-01;1;0;0;;missing;missing;23.06; -   
2798;2019-03-01;1;0;0;;missing;missing;34.73; -   
2799;2019-07-01;1;0;0;;missing;missing;33.94; -   
2800;2019-04-01;1;0;0;;missing;missing;108.37; -   
2801;2019-12-01;1;0;0;;missing;missing;25.42; -   
2802;2019-07-01;1;0;0;;missing;missing;78.80; -   
2803;2019-06-01;1;0;0;;missing;missing;34.63; -   
2804;2019-07-01;1;0;0;;missing;missing;13.93; -   
2805;2019-06-01;1;0;0;;missing;missing;25.96; -   
2806;2019-04-01;1;0;0;;missing;missing;26.22; -   
2807;2019-11-01;1;0;0;;missing;missing;28.21; -   
2808;2019-06-01;1;0;0;;missing;missing;82.65; -   
2809;2019-10-01;1;0;0;;missing;missing;54.24; -   
2810;2019-05-01;1;0;0;;missing;missing;30.26; -   
2811;2019-07-01;1;0;0;;missing;missing;216.47; -   
2812;2019-07-01;1;0;0;;missing;missing;65.12; -   
2813;2019-04-01;1;0;0;;missing;missing;79.52; -   
2814;2019-03-01;20000;0;0;;missing;missing; 13.324.70 ; -   
2815;2019-12-01;1;0;0;;missing;missing;5.88; -   
2816;2019-07-01;1;0;0;;missing;missing;12.76; -   
2817;2019-02-01;1;0;0;;missing;missing; 2.052.76 ; 2.000.00 
2818;2019-02-01;1;0;0;;missing;missing;119.03; -   
2819;2019-12-01;1;0;0;;missing;missing;120.69; -   
2820;2019-12-01;1;0;0;;missing;missing;6.00; -   
2821;2019-04-01;1;0;0;;missing;missing;45.57; -   
2822;2019-12-01;1;0;0;;missing;missing;15.32; -   
2823;2019-08-01;1;0;0;;missing;missing;33.02; -   
2824;2019-10-01;1;0;0;;missing;missing; 22.608.13 ; 21.716.73 
2825;2019-10-01;1;0;0;;missing;missing;22.70; -   
2826;2019-07-01;1;0;0;;missing;missing;30.72; -   
2827;2019-03-01;1;0;0;;missing;missing;93.23; -   
2828;2019-09-01;1;0;0;;missing;missing;71.65; -   
2829;2019-05-01;2;0;0;;missing;missing; 9.713.57 ; 10.000.00 
2830;2019-10-01;1;0;0;;missing;missing;18.50; -   
2831;2019-04-01;1;0;0;;missing;missing;76.71; -   
2832;2019-09-01;1;0;0;;missing;missing;9.31; -   
2833;2019-04-01;1;0;0;;missing;missing;27.40; -   
2834;2019-07-01;1;0;0;;missing;missing;5.45; -   
2835;2019-04-01;1;0;0;;missing;missing;16.78; -   
2836;2019-12-01;1;0;0;;missing;missing;13.11; -   
2837;2019-08-01;1;0;0;;missing;missing;5.30; -   
2838;2019-05-01;1;0;0;;missing;missing; 2.179.50 ; 2.000.00 
2839;2019-07-01;1;0;0;;missing;missing;64.20; -   
2840;2019-04-01;1;0;0;;missing;missing; 9.260.87 ; 7.695.57 
2841;2019-05-01;1;0;0;;missing;missing;43.79; -   
2842;2019-05-01;1;0;0;;missing;missing; -   ; -   
2843;2019-04-01;1;0;0;;missing;missing;11.31; -   
2844;2019-04-01;1;0;0;;missing;missing;11.22; -   
2845;2019-10-01;1;0;0;;missing;missing;23.54; -   
2846;2019-10-01;1;0;0;;missing;missing;11.66; -   
2847;2019-10-01;1;0;0;;missing;missing;35.85; -   
2848;2019-04-01;1;0;0;;missing;missing;11.41; -   
2849;2019-03-01;1;0;0;;missing;missing;91.27; -   
2850;2019-05-01;1;0;0;;missing;missing;211.09; -   
2851;2019-04-01;1;0;0;;missing;missing;20.64; -   
2852;2019-04-01;1;0;0;;missing;missing;62.84; -   
2853;2019-09-01;1;0;0;;missing;missing; 62.395.43 ; 53.752.00 
2854;2019-07-01;1;0;0;;missing;missing;20.01; -   
2855;2019-07-01;1;0;0;;missing;missing;10.58; -   
2856;2019-10-01;1;0;0;;missing;missing;9.89; -   
2857;2019-11-01;1;0;0;;missing;missing;44.87; -   
2858;2019-03-01;1;0;0;;missing;missing;47.04; -   
2859;2019-11-01;1;0;0;;missing;missing;1.46; -   
2860;2019-03-01;1;0;0;;missing;missing;12.00; -   
2861;2019-01-01;1;0;0;;missing;missing;73.01; -   
2862;2019-10-01;1;0;0;;missing;missing;4.29; -   
2863;2019-09-01;1;0;0;;missing;missing;89.42; -   
2864;2019-10-01;1;0;0;;missing;missing;71.48; -   
2865;2019-11-01;1;0;0;;missing;missing;12.16; -   
2866;2019-12-01;1;0;0;;missing;missing; 4.179.00 ; 4.000.00 
2867;2019-09-01;1;0;0;;missing;missing; 1.967.14 ; 1.698.04 
2868;2019-07-01;1;0;0;;missing;missing;15.58; -   
2869;2019-04-01;1;0;0;;missing;missing; 24.936.33 ; 23.327.33 
2870;2019-10-01;1;0;0;;missing;missing;79.42; -   
2871;2019-07-01;1;0;0;;missing;missing;12.21; -   
2872;2019-05-01;1;0;0;;missing;missing;16.30; -   
2873;2019-07-01;1;0;0;;missing;missing;52.99; -   
2874;2019-10-01;1;0;0;;missing;missing;9.41; -   
2875;2019-07-01;1;0;0;;missing;missing;44.03; -   
2876;2019-04-01;1;0;0;;missing;missing;23.53; -   
2877;2019-04-01;1;0;0;;missing;missing;9.70; -   
2878;2019-08-01;1;0;0;;missing;missing; 1.778.62 ; -   
2879;2019-10-01;1;0;0;;missing;missing; 2.158.11 ; 2.000.00 
2880;2019-09-01;1;0;0;;missing;missing;  ;  
2881;2019-10-01;1;0;0;;missing;missing;25.27; -   
2882;2019-06-01;1;0;0;;missing;missing; 10.063.30 ; 5.000.00 
2883;2019-10-01;1;0;0;;missing;missing;10.64; -   
2884;2019-10-01;1;0;0;;missing;missing;11.73; -   
2885;2019-10-01;1;0;0;;missing;missing;16.86; -   
2886;2019-10-01;1;0;0;;missing;missing;48.73; -   
2887;2019-04-01;1;0;0;;missing;missing; 6.656.33 ; 3.723.28 
2888;2019-04-01;1;0;0;;missing;missing;36.41; -   
2889;2019-11-01;1;0;0;;missing;missing;60.38; -   
2890;2019-07-01;1;0;0;;missing;missing;145.80; -   
2891;2019-10-01;1;0;0;;missing;missing;66.91; -   
2892;2019-10-01;1;0;0;;missing;missing;67.41; -   
2893;2019-12-01;1;0;0;;missing;missing;9.09; -   
2894;2019-11-01;1;0;0;;missing;missing;58.26; -   
2895;2019-10-01;1;0;0;;missing;missing;20.95; 113.000.00 
2896;2019-03-01;1;0;0;;missing;missing; 8.754.88 ; 8.143.41 
2897;2019-04-01;1;0;0;;missing;missing;32.32; -   
2898;2019-12-01;1;0;0;;missing;missing;627.56; -   
2899;2019-09-01;1;0;0;;missing;missing;24.14; -   
2900;2019-09-01;1;0;0;;missing;missing; 109.564.23 ; 102.931.26 
2901;2019-08-01;2;0;0;;missing;missing; 4.404.99 ; 4.740.00 
2902;2019-07-01;1;0;0;;missing;missing;12.72; -   
2903;2019-04-01;1;0;0;;missing;missing;24.70; -   
2904;2019-10-01;1;0;0;;missing;missing;93.22; -   
2905;2019-04-01;1;0;0;;missing;missing;13.16; -   
2906;2019-04-01;1;0;0;;missing;missing;36.93; -   
2907;2019-09-01;1;0;0;;missing;missing; 25.154.15 ; 23.919.20 
2908;2019-04-01;1;0;0;;missing;missing;131.40; -   
2909;2019-09-01;1;0;0;;missing;missing;47.13; -   
2910;2019-10-01;1;0;0;;missing;missing;6.10; -   
2911;2019-03-01;1;0;0;;missing;missing;15.99; -   
2912;2019-10-01;1;0;0;;missing;missing;27.69; -   
2913;2019-10-01;1;0;0;;missing;missing;117.91; -   
2914;2019-07-01;1;0;0;;missing;missing;79.34; -   
2915;2019-10-01;1;0;0;;missing;missing;3.66; -   
2916;2019-06-01;1;0;0;;missing;missing;28.18; -   
2917;2019-12-01;1;0;0;;missing;missing;28.49; -   
2918;2019-04-01;1;0;0;;missing;missing;10.33; -   
2919;2019-12-01;1;0;0;;missing;missing; 1.325.57 ;871.89
2920;2019-10-01;1;0;0;;missing;missing;139.73; -   
2921;2019-04-01;1;0;0;;missing;missing;311.23; -   
2922;2019-02-01;1;0;0;;missing;missing;39.54; -   
2923;2019-07-01;1;0;0;;missing;missing;65.22; -   
2924;2019-12-01;1;0;0;;missing;missing;  ;  
2925;2019-10-01;1;0;0;;missing;missing;15.40; -   
2926;2019-05-01;1;0;0;;missing;missing;12.54; -   
2927;2019-10-01;1;0;0;;missing;missing;90.96; -   
2928;2019-08-01;1;0;0;;missing;missing;41.86; -   
2929;2019-05-01;1;0;0;;missing;missing;12.00; -   
2930;2019-12-01;1;0;0;;missing;missing;46.33; -   
2931;2019-07-01;1;0;0;;missing;missing;37.69; -   
2932;2019-04-01;1;0;0;;missing;missing;65.21; -   
2933;2019-04-01;1;0;0;;missing;missing;65.91; -   
2934;2019-12-01;1;0;0;;missing;missing;26.21; -   
2935;2019-09-01;1;0;0;;missing;missing;10.92; -   
2936;2019-05-01;1;0;0;;missing;missing; 270.461.81 ; 260.000.00 
2937;2019-10-01;1;0;0;;missing;missing;446.58; -   
2938;2019-05-01;1;0;0;;missing;missing;21.79; -   
2939;2019-04-01;1;0;0;;missing;missing;29.47; -   
2940;2019-05-01;1;0;0;;missing;missing;10.34; -   
2941;2019-12-01;1;0;0;;missing;missing;12.08; -   
2942;2019-09-01;1;0;0;;missing;missing; 42.302.11 ; 39.899.44 
2943;2019-06-01;1;0;0;;missing;missing;8.35; -   
2944;2019-06-01;1;0;0;;missing;missing;35.39; -   
2945;2019-04-01;1;0;0;;missing;missing;93.57; -   
2946;2019-07-01;1;0;0;;missing;missing;177.07; -   
2947;2019-12-01;1;0;0;;missing;missing;122.19; -   
2948;2019-02-01;1;0;0;;missing;missing;42.75; -   
2949;2019-04-01;1;0;0;;missing;missing; 8.950.00 ; 8.950.00 
2950;2019-07-01;1;0;0;;missing;missing;36.34; -   
2951;2019-03-01;1;0;0;;missing;missing;20.71; -   
2952;2019-10-01;1;0;0;;missing;missing;16.50; -   
2953;2019-10-01;1;0;0;;missing;missing;135.24; -   
2954;2019-11-01;1;0;0;;missing;missing;65.09; -   
2955;2019-04-01;1;0;0;;missing;missing;149.04; -   
2956;2019-08-01;1;0;0;;missing;missing; -   ; -   
2957;2019-04-01;1;0;0;;missing;missing;226.05; -   
2958;2019-06-01;1;0;0;;missing;missing;404.02; -   
2959;2019-07-01;1;0;0;;missing;missing;33.39; -   
2960;2019-10-01;1;0;0;;missing;missing; 8.887.92 ; 6.995.88 
2961;2019-10-01;1;0;0;;missing;missing;28.83; -   
2962;2019-06-01;1;0;0;;missing;missing;114.77; -   
2963;2019-07-01;1;0;0;;missing;missing; 47.776.91 ; -   
2964;2019-11-01;1;0;0;;missing;missing;145.21; -   
2965;2019-05-01;1;0;0;;missing;missing; 5.384.29 ; 5.000.00 
2966;2019-10-01;1;0;0;;missing;missing; 2.055.24 ; 2.000.00 
2967;2019-10-01;1;0;0;;missing;missing;11.99; -   
2968;2019-04-01;1;0;0;;missing;missing;160.74; -   
2969;2019-06-01;1;0;0;;missing;missing;35.23; -   
2970;2019-07-01;1;0;0;;missing;missing; 1.407.87 ; -   
2971;2019-03-01;1;0;0;;missing;missing;92.08; -   
2972;2019-04-01;1;0;0;;missing;missing;38.17; -   
2973;2019-10-01;1;0;0;;missing;missing;232.40; -   
2974;2019-12-01;1;0;0;;missing;missing;75.13; -   
2975;2019-07-01;1;0;0;;missing;missing;11.35; -   
2976;2019-04-01;1;0;0;;missing;missing;28.99; -   
2977;2019-04-01;1;0;0;;missing;missing;52.46; -   
2978;2019-07-01;1;0;0;;missing;missing; 3.293.92 ; 3.000.00 
2979;2019-07-01;1;0;0;;missing;missing;6.71; -   
2980;2019-05-01;1;0;0;;missing;missing;4.72; -   
2981;2019-04-01;1;0;0;;missing;missing; 2.799.92 ; -   
2982;2019-12-01;1;0;0;;missing;missing;1.13; -   
2983;2019-04-01;1;0;0;;missing;missing;41.49; -   
2984;2019-12-01;1;0;0;;missing;missing; 2.573.11 ; 2.000.00 
2985;2019-07-01;1;0;0;;missing;missing;31.27; -   
2986;2019-03-01;1;0;0;;missing;missing;88.03; -   
2987;2019-10-01;1;0;0;;missing;missing;11.93; -   
2988;2019-05-01;1;0;0;;missing;missing;17.71; -   
2989;2019-05-01;1;0;0;;missing;missing;38.75; -   
2990;2019-12-01;1;0;0;;missing;missing;39.88; -   
2991;2019-09-01;1;0;0;;missing;missing;27.61; -   
2992;2019-04-01;1;0;0;;missing;missing;13.92; -   
2993;2019-04-01;1;0;0;;missing;missing;23.49; -   
2994;2019-07-01;1;0;0;;missing;missing;3.95; -   
2995;2019-04-01;1;0;0;;missing;missing;28.48; -   
2996;2019-12-01;1;0;0;;missing;missing;16.20; -   
2997;2019-12-01;1;0;0;;missing;missing; 15.186.87 ; 14.567.11 
2998;2019-09-01;1;0;0;;missing;missing;385.42; -   
2999;2019-05-01;1;0;0;;missing;missing;265.97; -   
3000;2019-08-01;1;0;0;;missing;missing; 3.505.34 ; 3.336.91 
3001;2019-05-01;1;0;0;;missing;missing; 11.523.36 ; 10.000.00 
3002;2019-03-01;1;0;0;;missing;missing;43.34; -   
3003;2019-08-01;1;0;0;;missing;missing; 10.972.29 ; 10.669.49 
3004;2019-11-01;1;0;0;;missing;missing;8.86; -   
3005;2019-10-01;1;0;0;;missing;missing; 16.200.49 ; 15.524.31 
3006;2019-07-01;1;0;0;;missing;missing;9.01; -   
3007;2019-06-01;2;0;0;;missing;missing; 386.756.46 ; 388.959.60 
3008;2019-07-01;1;0;0;;missing;missing;30.63; -   
3009;2019-09-01;1;0;0;;missing;missing;45.38; -   
3010;2019-07-01;1;0;0;;missing;missing; 1.332.68 ; 1.000.00 
3011;2019-04-01;1;0;0;;missing;missing;182.03; -   
3012;2019-07-01;1;0;0;;missing;missing;6.22; -   
3013;2019-04-01;1;0;0;;missing;missing;3.70; -   
3014;2019-07-01;1;0;0;;missing;missing;12.84; -   
3015;2019-04-01;1;0;0;;missing;missing;9.06; -   
3016;2019-07-01;1;0;0;;missing;missing;23.62; -   
3017;2019-04-01;1;0;0;;missing;missing;64.66; -   
3018;2019-02-01;1;0;0;;missing;missing;25.25; -   
3019;2019-07-01;1;0;0;;missing;missing;18.41; -   
3020;2019-03-01;1;0;0;;missing;missing;39.09; -   
3021;2019-04-01;1;0;0;;missing;missing;40.90; -   
3022;2019-06-01;20000;0;0;;missing;missing; 307.545.87 ; -   
3023;2019-02-01;1;0;0;;missing;missing;74.88; -   
3024;2019-10-01;1;0;0;;missing;missing;19.72; -   
3025;2019-02-01;1;0;0;;missing;missing;76.96; -   
3026;2019-11-01;1;0;0;;missing;missing; 6.518.50 ; 6.000.00 
3027;2019-12-01;1;0;0;;missing;missing;24.60; -   
3028;2019-12-01;1;0;0;;missing;missing;18.31; -   
3029;2019-04-01;1;0;0;;missing;missing;49.18; -   
3030;2019-06-01;1;0;0;;missing;missing;66.21; -   
3031;2019-11-01;1;0;0;;missing;missing;21.64; -   
3032;2019-07-01;1;0;0;;missing;missing;46.91; -   
3033;2019-04-01;1;0;0;;missing;missing;6.41; -   
3034;2019-09-01;1;0;0;;missing;missing;901.30; -   
3035;2019-06-01;1;0;0;;missing;missing;14.12; -   
3036;2019-04-01;1;0;0;;missing;missing;4.01; -   
3037;2019-10-01;2;0;0;;missing;missing; 43.831.05 ; 50.000.00 
3038;2019-06-01;1;0;0;;missing;missing;12.42; -   
3039;2019-10-01;1;0;0;;missing;missing;34.78; -   
3040;2019-08-01;1;0;0;;missing;missing;77.21; -   
3041;2019-05-01;1;0;0;;missing;missing; 14.272.64 ; 12.699.80 
3042;2019-07-01;1;0;0;;missing;missing;74.67; -   
3043;2019-04-01;1;0;0;;missing;missing;42.80; -   
3044;2019-08-01;1;0;0;;missing;missing;102.24; -   
3045;2019-04-01;1;0;0;;missing;missing;50.87; -   
3046;2019-01-01;1;0;0;;missing;missing;46.41; -   
3047;2019-07-01;1;0;0;;missing;missing;95.07; -   
3048;2019-07-01;1;0;0;;missing;missing;46.03; -   
3049;2019-05-01;1;0;0;;missing;missing; 16.326.86 ; 15.000.00 
3050;2019-04-01;1;0;0;;missing;missing;10.30; -   
3051;2019-04-01;1;0;0;;missing;missing;19.27; -   
3052;2019-07-01;1;0;0;;missing;missing;20.10; -   
3053;2019-04-01;1;0;0;;missing;missing;18.32; -   
3054;2019-04-01;1;0;0;;missing;missing;7.55; -   
3055;2019-04-01;1;0;0;;missing;missing;32.65; -   
3056;2019-04-01;1;0;0;;missing;missing;35.94; -   
3057;2019-10-01;1;0;0;;missing;missing;16.24; -   
3058;2019-07-01;1;0;0;;missing;missing;105.62; -   
3059;2019-06-01;1;0;0;;missing;missing; 1.889.85 ; -   
3060;2019-10-01;1;0;0;;missing;missing;27.18; -   
3061;2019-04-01;1;0;0;;missing;missing;25.46; -   
3062;2019-09-01;1;0;0;;missing;missing;160.60; -   
3063;2019-10-01;1;0;0;;missing;missing;28.65; -   
3064;2019-02-01;1;0;0;;missing;missing;39.83; -   
3065;2019-04-01;1;0;0;;missing;missing;43.30; -   
3066;2019-10-01;1;0;0;;missing;missing;7.83; -   
3067;2019-10-01;1;0;0;;missing;missing;11.68; -   
3068;2019-04-01;1;0;0;;missing;missing;61.82; -   
3069;2019-03-01;1;0;0;;missing;missing;13.02; -   
3070;2019-10-01;1;0;0;;missing;missing;98.54; -   
3071;2019-07-01;1;0;0;;missing;missing; 3.948.74 ; 4.000.00 
3072;2019-07-01;1;0;0;;missing;missing;15.23; -   
3073;2019-07-01;1;0;0;;missing;missing;88.44; -   
3074;2019-03-01;1;0;0;;missing;missing;24.22; -   
3075;2019-09-01;1;0;0;;missing;missing;12.70; -   
3076;2019-10-01;1;0;0;;missing;missing;15.71; -   
3077;2019-04-01;1;0;0;;missing;missing;26.18; -   
3078;2019-12-01;1;0;0;;missing;missing;18.16; -   
3079;2019-09-01;1;0;0;;missing;missing;5.04; -   
3080;2019-10-01;1;0;0;;missing;missing;178.09; -   
3081;2019-04-01;1;0;0;;missing;missing;11.30; -   
3082;2019-10-01;1;0;0;;missing;missing;96.85; -   
3083;2019-07-01;1;0;0;;missing;missing; -   ; -   
3084;2019-04-01;1;0;0;;missing;missing; 1.728.36 ; -   
3085;2019-12-01;1;0;0;;missing;missing;22.79; -   
3086;2019-09-01;1;0;0;;missing;missing;16.54; -   
3087;2019-09-01;1;0;0;;missing;missing;12.00; -   
3088;2019-09-01;2;0;0;;missing;missing; 95.439.99 ; 89.380.47 
3089;2019-09-01;1;0;0;;missing;missing;60.08; -   
3090;2019-12-01;1;0;0;;missing;missing;8.83; -   
3091;2019-04-01;1;0;0;;missing;missing;66.75; -   
3092;2019-04-01;2;0;0;;missing;missing; 59.646.65 ; 58.771.44 
3093;2019-09-01;1;0;0;;missing;missing; 3.242.52 ; -   
3094;2019-12-01;1;0;0;;missing;missing;34.23; -   
3095;2019-07-01;1;0;0;;missing;missing;6.25; -   
3096;2019-05-01;1;0;0;;missing;missing;18.19; -   
3097;2019-06-01;1;0;0;;missing;missing;7.45; -   
3098;2019-04-01;1;0;0;;missing;missing;19.02; -   
3099;2019-02-01;1;0;0;;missing;missing;88.55; -   
3100;2019-09-01;1;0;0;;missing;missing;65.50; -   
3101;2019-05-01;1;0;0;;missing;missing;668.57; -   
3102;2019-10-01;1;0;0;;missing;missing;20.91; -   
3103;2019-05-01;1;0;0;;missing;missing;221.08; -   
3104;2019-07-01;1;0;0;;missing;missing;35.21; -   
3105;2019-10-01;1;0;0;;missing;missing;57.58; -   
3106;2019-06-01;1;0;0;;missing;missing;37.40; -   
3107;2019-03-01;1;0;0;;missing;missing;141.18; -   
3108;2019-10-01;1;0;0;;missing;missing;75.34; -   
3109;2019-07-01;1;0;0;;missing;missing;3.28; -   
3110;2019-10-01;1;0;0;;missing;missing;8.45; -   
3111;2019-04-01;1;0;0;;missing;missing;39.38; -   
3112;2019-09-01;1;0;0;;missing;missing;42.20; -   
3113;2019-10-01;1;0;0;;missing;missing;49.82; -   
3114;2019-04-01;1;0;0;;missing;missing;131.40; -   
3115;2019-03-01;1;0;0;;missing;missing;89.80; -   
3116;2019-12-01;1;0;0;;missing;missing;46.59; -   
3117;2019-10-01;1;0;0;;missing;missing;34.75; -   
3118;2019-12-01;1;0;0;;missing;missing;21.83; -   
3119;2019-08-01;2;0;0;;missing;missing; 5.129.79 ; 5.000.00 
3120;2019-09-01;1;0;0;;missing;missing;8.73; -   
3121;2019-04-01;1;0;0;;missing;missing;70.45; -   
3122;2019-09-01;1;0;0;;missing;missing;32.19; -   
3123;2019-08-01;1;0;0;;missing;missing;101.40; -   
3124;2019-09-01;1;0;0;;missing;missing;11.40; -   
3125;2019-04-01;1;0;0;;missing;missing;12.22; -   
3126;2019-05-01;1;0;0;;missing;missing;202.27; -   
3127;2019-10-01;1;0;0;;missing;missing;17.92; -   
3128;2019-07-01;1;0;0;;missing;missing;86.55; -   
3129;2019-04-01;1;0;0;;missing;missing;50.11; -   
3130;2019-03-01;1;0;0;;missing;missing;110.69; -   
3131;2019-04-01;1;0;0;;missing;missing;76.08; -   
3132;2019-06-01;1;0;0;;missing;missing;8.72; -   
3133;2019-04-01;1;0;0;;missing;missing;213.17; -   
3134;2019-10-01;1;0;0;;missing;missing;14.55; -   
3135;2019-08-01;1;0;0;;missing;missing;311.97; -   
3136;2019-03-01;1;0;0;;missing;missing;9.11; -   
3137;2019-04-01;1;0;0;;missing;missing;76.33; -   
3138;2019-04-01;1;0;0;;missing;missing;35.21; -   
3139;2019-03-01;1;0;0;;missing;missing;97.11; -   
3140;2019-09-01;1;0;0;;missing;missing;20.86; -   
3141;2019-10-01;1;0;0;;missing;missing;11.51; -   
3142;2019-05-01;1;0;0;;missing;missing;14.25; -   
3143;2019-11-01;1;0;0;;missing;missing; 1.461.02 ; -   
3144;2019-01-01;1;0;0;;missing;missing;  ;  
3145;2019-10-01;1;0;0;;missing;missing;34.90; -   
3146;2019-12-01;1;0;0;;missing;missing;36.04; -   
3147;2019-07-01;1;0;0;;missing;missing;40.98; -   
3148;2019-07-01;1;0;0;;missing;missing;5.43; -   
3149;2019-04-01;1;0;0;;missing;missing;46.74; -   
3150;2019-02-01;1;0;0;;missing;missing;15.45; -   
3151;2019-07-01;1;0;0;;missing;missing;68.42; -   
3152;2019-07-01;1;0;0;;missing;missing;11.36; -   
3153;2019-09-01;1;0;0;;missing;missing; 5.062.21 ; 5.000.00 
3154;2019-07-01;1;0;0;;missing;missing;26.94; -   
3155;2019-08-01;1;0;0;;missing;missing;20.59; -   
3156;2019-09-01;1;0;0;;missing;missing;17.34; -   
3157;2019-05-01;1;0;0;;missing;missing;33.64; -   
3158;2019-07-01;1;0;0;;missing;missing;96.52; -   
3159;2019-11-01;1;0;0;;missing;missing;16.40; -   
3160;2019-05-01;1;0;0;;missing;missing;494.51; -   
3161;2019-10-01;1;0;0;;missing;missing;35.58; -   
3162;2019-10-01;1;0;0;;missing;missing;20.49; -   
3163;2019-06-01;2;0;0;;missing;missing; 497.543.68 ; 487.843.59 
3164;2019-05-01;1;0;0;;missing;missing; 12.045.51 ; 10.000.00 
3165;2019-10-01;1;0;0;;missing;missing;49.46; -   
3166;2019-08-01;1;0;0;;missing;missing;21.94; -   
3167;2019-08-01;1;0;0;;missing;missing;66.25; -   
3168;2019-07-01;1;0;0;;missing;missing;8.33; -   
3169;2019-07-01;1;0;0;;missing;missing;31.17; -   
3170;2019-07-01;1;0;0;;missing;missing;114.96; -   
3171;2019-04-01;1;0;0;;missing;missing;28.73; -   
3172;2019-10-01;1;0;0;;missing;missing;9.70; -   
3173;2019-04-01;1;0;0;;missing;missing;50.69; -   
3174;2019-06-01;1;0;0;;missing;missing;55.96; -   
3175;2019-11-01;1;0;0;;missing;missing; 2.830.07 ; 2.314.14 
3176;2019-09-01;1;0;0;;missing;missing;70.94; -   
3177;2019-07-01;1;0;0;;missing;missing; 1.474.98 ;945.44
3178;2019-12-01;1;0;0;;missing;missing;9.26; -   
3179;2019-04-01;1;0;0;;missing;missing;25.51; -   
3180;2019-10-01;1;0;0;;missing;missing;24.82; -   
3181;2019-08-01;1;0;0;;missing;missing; 28.088.14 ; 25.261.30 
3182;2019-05-01;1;0;0;;missing;missing;358.78; -   
3183;2019-04-01;1;0;0;;missing;missing;  ;  
3184;2019-10-01;1;0;0;;missing;missing;10.05; -   
3185;2019-12-01;1;0;0;;missing;missing;14.15; -   
3186;2019-09-01;1;0;0;;missing;missing;25.97; -   
3187;2019-10-01;1;0;0;;missing;missing;31.58; -   
3188;2019-08-01;1;0;0;;missing;missing;141.13; -   
3189;2019-07-01;1;0;0;;missing;missing;4.40; -   
3190;2019-01-01;1;0;0;;missing;missing;56.25; -   
3191;2019-07-01;1;0;0;;missing;missing;72.85; -   
3192;2019-11-01;1;0;0;;missing;missing;89.66; -   
3193;2019-12-01;1;0;0;;missing;missing;13.53; -   
3194;2019-05-01;1;0;0;;missing;missing;21.35; -   
3195;2019-09-01;1;0;0;;missing;missing;101.19; -   
3196;2019-11-01;1;0;0;;missing;missing;773.69; -   
3197;2019-07-01;1;0;0;;missing;missing;26.95; -   
3198;2019-10-01;1;0;0;;missing;missing;7.48; -   
